"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"3183","10","3","1","4","5","98","M","2","L","L","L","L","L","L","L","L","71","7","L","1","2","716530","2","1","1","1","2","2","1","1","2","12","1","8",34,52,40,145000
"3184","10","3","6","3","5","97","F","2","L","L","L","L","L","L","L","L","43","4","26","1","1","438970","1","1","1","1","2","1","1","1","1","75","7","9",33,52,35,81000
"3185","10","3","4","5","5","88","M","2","L","L","L","L","L","L","L","L","71","7","15","4","5","716590","2","1","1","1","2","2","2","1","2","12","1","4",28,52,40,124000
"3186","10","3","4","1","5","90","M","1","L","L","L","L","L","L","L","L","11","1","15","7","5","116730","2","1","2","1","1","2","1","1","2","11","1","0",22,52,40,80000
"3187","10","3","6","7","5","92","F","2","L","L","L","L","L","L","L","L","43","4","15","3","4","438920","1","1","1","1","2","2","1","2","1","75","7","6",26,52,45,65000
"3188","04","1","1","1","1","98","M","3","L","L","L","L","L","L","L","L","22","2","L","1","1","226420","2","2","2","2","2","2","2","2","2","22","2","5",34,52,40,67000
"3189","10","3","5","1","5","87","M","1","L","L","L","L","L","L","L","L","56","5","15","3","4","567350","3","1","2","2","2","3","1","1","3","56","5","0",28,52,45,100000
"3190","10","3","6","1","7","93","F","1","L","L","L","L","L","L","L","L","42","4","15","5","3","429280","1","1","1","2","2","2","1","1","2","78","7","1",28,52,37,45000
"3191","11","3","1","1","5","87","M","2","L","L","L","L","L","L","L","L","57","5","15","1","1","577390","2","2","2","2","1","2","2","1","2","57","5","2",35,26,20,59444
"3192","10","3","1","4","1","93","M","2","L","L","L","L","L","L","L","L","54","5","18","5","5","547270","2","1","3","2","1","4","2","1","1","11","1","10",31,52,8,152000
"3193","10","3","1","1","5","97","M","1","L","L","L","L","L","L","L","L","56","5","16","5","4","567350","2","1","2","1","2","2","1","2","1","51","5","5",27,52,40,109600
"3194","11","3","1","1","1","98","F","2","L","L","L","L","L","L","L","L","23","2","18","5","5","236800","1","1","1","1","1","1","1","1","1","23","2","10",31,52,35,118000
"3195","01","1","2","6","5","93","F","2","L","L","L","L","L","L","L","L","44","4","18","5","3","449290","2","1","2","2","1","2","2","2","2","73","7","8",31,47,35,46000
"3196","11","3","4","3","5","93","M","2","L","L","L","L","L","L","L","L","51","5","15","1","1","517210","1","1","1","1","1","1","1","1","1","51","5","0",28,52,44,155035
"3197","17","2","1","1","5","97","M","2","L","L","L","L","L","L","L","L","76","7","15","4","3","769010","2","1","2","1","1","4","1","1","2","45","4","9",34,52,40,92000
"3198","14","2","6","7","5","97","F","1","L","L","L","L","L","L","L","L","76","7","18","2","3","766900","2","1","2","2","1","3","1","1","2","31","3","1",29,52,40,40000
"3199","11","3","6","7","7","88","F","2","L","L","L","L","L","L","L","L","61","6","16","3","3","617890","2","1","1","1","2","1","1","1","1","61","6","7",27,52,40,83000
"3200","10","3","1","3","5","97","M","2","L","L","L","L","L","L","L","L","22","2","15","4","4","226330","1","1","1","1","1","1","1","1","1","77","7","9",31,52,40,100000
"3201","10","3","3","7","5","90","F","2","L","L","L","L","L","L","L","L","71","7","18","3","4","716530","2","1","2","3","1","3","1","1","3","31","3","1",33,52,48,100000
"3202","10","3","3","3","5","93","M","1","L","L","L","L","L","L","L","L","51","5","15","4","4","517210","2","1","2","2","2","3","1","1","2","51","5","1",25,52,40,82000
"3203","10","3","5","1","4","98","F","2","L","L","L","L","L","L","L","L","52","5","16","2","3","527250","2","1","2","1","2","3","1","2","3","54","5","5",25,52,40,91237
"3204","10","3","6","1","5","90","M","1","L","L","L","L","L","L","L","L","22","2","M","4","5","226320","3","1","2","2","1","3","1","1","3","78","7","5",31,52,40,140000
"3205","10","3","1","3","5","87","M","1","L","L","L","L","L","L","L","L","31","3","16","4","4","318730","1","1","3","1","1","2","2","1","1","71","7","0",24,52,40,54080
"3206","10","3","6","3","5","98","F","1","L","L","L","L","L","L","L","L","75","7","20","2","4","759440","2","1","2","2","2","2","1","2","2","78","7","5",33,52,40,23000
"3207","03","1","4","1","4","93","M","2","L","L","L","L","L","L","L","L","76","7","15","3","4","766820","2","1","2","2","2","2","2","1","1","64","6","9",33,52,40,60000
"3208","02","1","2","7","5","93","M","2","L","L","L","L","L","L","L","L","12","1","15","2","3","128440","2","3","2","2","1","2","2","1","2","18","1","3",33,46,3,10000
"3209","05","1","1","1","1","97","M","3","L","L","L","L","L","L","L","L","71","7","15","7","7","716570","2","1","1","1","1","1","1","1","2","78","7","10",33,52,40,180000
"3210","03","1","1","2","5","92","M","1","L","L","L","L","L","L","L","L","33","3","18","7","7","338780","1","1","1","2","2","2","1","1","2","38","3","2",22,52,36,30000
"3211","13","3","6","3","5","88","M","3","L","L","L","L","L","L","L","L","76","7","M","2","7","768100","1","1","1","1","1","1","1","1","1","71","7","7",34,52,80,120000
"3212","10","3","3","6","5","91","F","1","L","L","L","L","L","L","L","L","61","6","17","3","3","617870","2","1","2","2","2","2","1","1","2","61","6","4",33,52,50,95000
"3213","10","3","4","3","1","85","F","2","L","L","L","L","L","L","L","L","11","1","18","3","3","116710","1","1","1","1","2","1","1","1","1","64","6","3",30,52,40,100365
"3214","10","3","3","3","7","93","M","1","L","L","L","L","L","L","L","L","11","1","18","2","5","116710","1","1","1","2","2","3","1","1","3","76","7","4",29,52,40,82000
"3215","11","3","3","3","5","98","F","2","L","L","L","L","L","L","L","L","73","7","16","4","4","738620","1","1","1","2","2","1","1","2","1","71","7","6",32,52,40,90000
"3216","17","2","3","1","3","98","F","1","L","L","L","L","L","L","L","L","76","7","15","2","4","766900","1","1","1","1","1","1","1","1","1","71","7","5",29,52,40,105000
"3217","10","3","5","3","5","85","M","2","L","L","L","L","L","L","L","L","57","5","15","5","6","577410","2","1","2","2","1","2","1","1","2","57","5","5",29,52,40,129792
"3218","13","3","1","6","5","97","F","1","L","L","L","L","L","L","L","L","31","3","21","4","2","318730","2","1","2","1","1","1","1","1","3","64","6","1",26,52,40,67000
"3219","10","3","3","5","4","98","F","2","L","L","L","L","L","L","L","L","21","2","15","3","3","216070","2","2","2","1","2","2","1","2","2","22","2","7",32,52,50,83000
"3220","10","3","4","1","5","97","M","2","L","L","L","L","L","L","L","L","75","7","15","2","3","757600","2","1","2","1","1","2","1","1","1","11","1","7",33,52,40,106000
"3221","10","3","4","3","5","97","M","2","Y","N","N","N","N","Y","N","Y","11","1","15","6","3","116730","2","2","1","1","1","1","2","1","2","11","1","9",31,52,42,172000
"3222","17","2","5","1","5","98","M","1","L","L","L","L","L","L","L","L","56","5","15","3","6","567350","1","1","3","2","2","3","1","2","2","51","5","2",27,52,45,87000
"3223","10","3","4","3","1","93","M","1","L","L","L","L","L","L","L","L","11","1","15","3","2","116730","3","1","3","3","2","3","1","1","3","64","6","0",28,52,40,95000
"3224","10","3","3","1","5","92","F","2","L","L","L","L","L","L","L","L","62","6","18","5","3","627090","1","1","2","3","2","3","1","1","3","72","7","9",31,52,40,80000
"3225","01","1","6","7","5","93","F","1","L","L","L","L","L","L","L","L","43","4","15","6","3","438970","2","1","2","2","1","2","1","1","2","61","6","3",27,46,50,108000
"3226","10","3","5","3","3","87","F","2","L","L","L","L","L","L","L","L","11","1","16","8","4","116760","1","1","1","1","1","1","1","1","2","72","7","3",29,52,40,80000
"3227","10","3","5","3","5","88","F","1","L","L","L","L","L","L","L","L","52","5","15","2","3","527250","1","1","1","1","1","1","1","1","2","52","5","5",32,52,40,107000
"3228","10","3","6","3","1","93","M","2","L","L","L","L","L","L","L","L","54","5","16","1","1","547280","2","1","1","3","2","1","1","1","1","54","5","7",31,52,45,98106
"3229","03","1","2","6","5","92","F","4","L","L","L","L","L","L","L","L","43","4","L","5","5","438920","2","1","2","1","1","2","1","1","1","48","4","7",34,52,32,70000
"3230","10","3","4","1","1","93","M","2","L","L","L","L","L","L","L","L","54","5","15","7","7","547270","2","1","1","2","2","2","1","1","1","11","1","9",30,52,40,144118
"3231","10","3","6","3","5","91","F","1","L","L","L","L","L","L","L","L","12","1","15","4","5","128420","1","1","1","1","1","1","1","1","1","65","6","5",32,52,40,120000
"3232","10","3","4","1","1","93","F","1","L","L","L","L","L","L","L","L","54","5","15","4","4","547270","2","1","3","1","2","1","2","2","4","54","5","0",22,52,40,150000
"3233","10","3","6","6","5","88","M","1","L","L","L","L","L","L","L","L","64","6","15","3","4","646100","2","1","1","1","1","2","1","1","1","64","6","0",32,52,40,84000
"3234","03","1","1","7","1","97","M","2","L","L","L","L","L","L","L","L","23","2","15","1","1","236810","1","1","1","1","1","1","1","1","1","44","4","4",29,52,48,28000
"3235","01","1","2","7","5","98","M","1","L","L","L","L","L","L","L","L","33","3","21","4","5","338780","1","1","2","2","2","2","1","1","1","73","7","2",25,52,42,49500
"3236","04","1","6","1","1","98","F","4","Y","Y","N","Y","N","Y","N","Y","61","6","27","4","4","617880","1","1","2","1","1","1","1","1","1","61","6","6",27,52,37,97325
"3237","10","3","4","3","1","85","M","1","L","L","L","L","L","L","L","L","11","1","17","2","8","116730","2","1","2","1","1","2","1","1","2","11","1","2",32,52,40,110000
"3238","10","3","3","3","1","92","F","2","L","L","L","L","L","L","L","L","54","5","L","5","5","547280","1","1","2","2","1","2","1","1","2","64","6","7",35,52,8,111111
"3239","10","3","4","1","3","92","M","1","L","L","L","L","L","L","L","L","56","5","15","4","4","567350","2","1","1","1","1","2","1","1","2","11","1","2",24,52,40,85000
"3240","10","3","4","7","1","93","F","2","L","L","L","L","L","L","L","L","63","6","18","6","4","637520","2","1","1","2","1","2","1","1","2","64","6","4",32,52,40,166000
"3241","03","1","1","1","5","87","M","3","Y","Y","N","Y","N","Y","N","Y","22","2","15","2","3","226420","1","1","1","2","1","1","1","1","1","22","2","7",32,52,40,53000
"3242","17","2","1","3","5","92","M","2","Y","N","N","N","N","N","N","Y","71","7","15","5","5","716590","1","1","1","1","1","1","1","1","1","11","1","3",27,52,40,76000
"3243","10","3","3","6","5","85","M","2","L","L","L","L","L","L","L","L","57","5","15","5","4","577410","1","1","1","1","1","1","1","1","1","57","5","10",31,52,50,96000
"3244","10","3","6","3","5","97","M","1","L","L","L","L","L","L","L","L","31","3","18","4","2","318730","2","1","2","2","1","2","1","1","3","31","3","1",35,52,40,70000
"3245","10","3","6","3","4","96","F","1","L","L","L","L","L","L","L","L","22","2","22","3","4","226320","1","1","1","1","1","1","1","1","1","61","6","2",29,52,40,26400
"3246","04","1","6","2","7","93","F","4","L","L","L","L","L","L","L","L","61","6","15","5","5","617860","1","2","1","1","1","1","2","2","1","61","6","4",25,52,70,68000
"3247","10","3","6","1","5","85","F","2","L","L","L","L","L","L","L","L","12","1","17","3","2","128430","1","1","1","2","2","1","1","1","2","12","1","5",26,52,40,103000
"3248","10","3","4","1","1","93","M","1","L","L","L","L","L","L","L","L","11","1","15","5","5","116730","3","1","2","2","3","4","2","2","4","11","1","5",27,52,40,180000
"3249","10","3","6","3","5","90","M","1","L","L","L","L","L","L","L","L","11","1","16","4","4","116770","1","1","1","1","1","2","1","1","2","77","7","4",32,52,40,36000
"3250","10","3","5","3","5","87","F","2","L","L","L","L","L","L","L","L","11","1","15","4","4","116770","1","1","1","1","2","1","1","1","1","11","1","6",28,52,40,152000
"3251","11","3","6","4","5","98","M","1","L","L","L","L","L","L","L","L","11","1","19","2","4","116710","2","1","1","1","2","1","1","1","3","77","7","5",33,52,40,50000
"3252","10","3","4","1","1","93","M","1","L","L","L","L","L","L","L","L","11","1","19","2","2","116730","1","3","1","2","1","2","1","2","2","64","6","0",23,52,40,103000
"3253","11","3","4","7","4","93","M","2","L","L","L","L","L","L","L","L","51","5","15","3","4","517210","1","1","1","1","1","1","1","1","1","11","1","8",33,52,40,163000
"3254","10","3","5","3","5","98","M","2","L","L","L","L","L","L","L","L","51","5","15","4","4","517210","1","1","2","1","2","1","1","1","3","51","5","2",24,52,40,91377
"3255","05","1","6","2","4","93","M","1","L","L","L","L","L","L","L","L","45","4","15","7","6","459240","2","2","1","1","1","2","2","2","1","48","4","5",28,52,40,31000
"3256","01","1","2","3","4","93","F","2","L","L","L","L","L","L","L","L","72","7","16","2","2","727130","3","1","2","2","2","3","1","1","2","63","6","0",31,40,50,98000
"3257","01","1","2","1","5","85","F","3","L","L","L","L","L","L","L","L","72","7","15","4","4","727010","2","1","2","1","1","2","1","1","2","63","6","4",34,42,35,92674
"3258","04","1","1","4","5","93","M","3","L","L","L","L","L","L","L","L","54","5","15","6","2","547280","1","1","1","1","2","1","2","1","2","22","2","7",35,52,50,73000
"3259","11","3","6","7","1","92","F","2","L","L","L","L","L","L","L","L","73","7","15","4","4","739100","3","1","1","1","2","2","1","2","2","75","7","6",26,52,35,42000
"3260","10","3","3","3","1","87","F","2","L","L","L","L","L","L","L","L","71","7","15","2","1","716530","1","1","1","1","1","1","1","1","2","76","7","7",31,52,50,131000
"3261","10","3","5","1","5","88","M","2","L","L","L","L","L","L","L","L","57","5","15","6","4","577300","2","2","1","2","2","2","1","1","1","53","5","2",28,52,44,85000
"3262","10","3","3","6","5","93","M","1","L","L","L","L","L","L","L","L","33","3","15","5","4","338780","1","1","2","1","2","2","1","2","2","72","7","3",24,52,40,74880
"3263","10","3","4","3","5","93","M","2","L","L","L","L","L","L","L","L","51","5","15","4","7","517210","1","1","1","1","1","1","1","2","1","11","1","10",34,52,60,330000
"3264","10","3","4","6","5","97","M","1","L","L","L","L","L","L","L","L","56","5","15","3","4","567350","1","1","1","2","2","1","1","1","1","11","1","3",27,52,40,85000
"3265","10","3","6","1","5","91","M","1","L","L","L","L","L","L","L","L","76","7","18","6","2","769950","2","1","1","1","2","2","1","1","2","78","7","2",34,52,40,200000
"3266","05","1","1","7","5","98","F","2","L","L","L","L","L","L","L","L","76","7","15","4","3","768100","1","1","1","1","1","1","1","1","1","42","4","8",32,52,40,100000
"3267","14","2","6","1","5","97","F","2","Y","Y","Y","N","N","Y","N","Y","73","7","15","8","2","739100","2","1","2","2","1","2","1","1","1","75","7","6",27,52,35,60000
"3268","16","2","6","1","1","91","M","4","L","L","L","L","L","L","L","L","61","6","M","5","7","617860","2","1","2","2","2","2","1","1","3","61","6","6",34,52,40,200000
"3269","17","2","3","6","4","92","M","2","L","L","L","L","L","L","L","L","54","5","16","2","4","547280","1","1","1","1","1","1","1","1","1","54","5","1",29,52,40,130000
"3270","04","1","1","1","4","97","F","2","L","L","L","L","L","L","L","L","61","6","15","1","1","617900","1","1","1","1","1","1","1","1","1","22","2","5",27,52,35,65300
"3271","17","2","6","3","5","98","M","2","L","L","L","L","L","L","L","L","32","3","15","5","4","328740","1","1","1","1","1","2","1","1","1","34","3","9",32,52,44,115800
"3272","10","3","5","4","1","98","M","2","L","L","L","L","L","L","L","L","63","6","15","5","7","637530","1","1","1","1","1","1","2","2","1","54","5","6",35,52,40,150000
"3273","10","3","3","6","5","91","M","2","Y","N","Y","N","N","Y","N","Y","71","7","15","4","4","716530","1","1","2","2","2","2","1","2","2","57","5","8",33,52,50,204200
"3274","10","3","3","3","5","93","M","1","L","L","L","L","L","L","L","L","11","1","15","4","4","116730","2","2","2","2","3","2","1","2","2","11","1","0",21,52,50,97800
"3275","10","3","5","3","5","97","M","2","L","L","L","L","L","L","L","L","64","6","15","3","8","646520","3","2","1","1","1","3","1","1","2","72","7","2",25,52,40,105000
"3276","10","3","6","3","1","93","M","1","L","L","L","L","L","L","L","L","53","5","15","4","4","537260","2","1","1","1","2","2","1","1","2","53","5","1",24,52,44,90000
"3277","10","3","5","3","5","90","M","1","L","L","L","L","L","L","L","L","56","5","15","4","5","567350","1","1","1","1","2","1","1","1","2","56","5","5",29,52,40,84000
"3278","14","2","3","1","5","88","M","2","L","L","L","L","L","L","L","L","64","6","15","2","3","646100","1","1","2","2","1","2","1","1","1","45","4","6",29,52,40,58000
"3279","10","3","1","4","1","93","F","2","L","L","L","L","L","L","L","L","54","5","15","5","5","547280","2","1","2","2","1","2","1","1","3","54","5","3",31,52,40,120000
"3280","10","3","6","1","1","91","M","1","L","L","L","L","L","L","L","L","71","7","15","3","8","716590","1","1","1","1","1","1","1","1","1","64","6","1",25,52,40,73000
"3281","10","3","4","3","4","93","M","2","L","L","L","L","L","L","L","L","11","1","15","1","1","116730","1","1","1","1","2","2","2","1","1","11","1","3",32,52,40,152000
"3282","04","1","1","4","1","98","M","1","L","L","L","L","L","L","L","L","11","1","15","1","1","116760","1","1","1","1","1","1","1","1","1","11","1","1",24,52,40,68500
"3283","05","1","1","1","1","91","F","2","L","L","L","L","L","L","L","L","55","5","16","5","2","557330","1","1","1","1","1","1","1","1","1","57","5","6",33,35,10,33000
"3284","13","3","6","3","7","91","M","4","L","L","L","L","L","L","L","L","61","6","18","6","3","617860","1","1","1","2","1","2","1","1","2","61","6","3",29,52,32,145000
"3285","10","3","5","1","5","93","M","2","L","L","L","L","L","L","L","L","56","5","18","5","5","567350","3","1","2","2","1","3","1","2","2","56","5","7",30,52,40,115000
"3286","10","3","6","3","5","97","M","4","L","L","L","L","L","L","L","L","61","6","17","2","2","617880","2","1","1","1","2","1","1","1","1","61","6","8",34,52,42,138000
"3287","10","3","4","6","5","98","F","2","N","N","Y","N","N","N","N","Y","11","1","15","7","4","116730","2","2","1","2","1","2","1","1","1","11","1","6",29,52,40,120000
"3288","11","3","5","3","5","97","M","1","L","L","L","L","L","L","L","L","11","1","15","3","4","116730","1","1","1","1","1","1","1","1","2","11","1","5",27,52,40,125000
"3289","17","2","1","1","5","98","M","3","L","L","L","L","L","L","L","L","22","2","15","5","5","226310","1","1","1","2","1","2","2","1","1","22","2","7",33,52,40,125000
"3290","10","3","4","3","3","93","M","2","L","L","L","L","L","L","L","L","56","5","15","5","5","567350","1","1","2","2","1","2","1","2","2","56","5","10",32,52,45,122000
"3291","10","3","1","5","7","93","M","2","L","L","L","L","L","L","L","L","54","5","15","5","4","547270","2","1","1","2","2","2","1","1","1","54","5","3",25,52,40,115000
"3292","03","1","4","1","1","88","M","3","L","L","L","L","L","L","L","L","32","3","15","4","4","328740","1","2","1","2","1","3","1","1","3","32","3","9",32,52,60,65000
"3293","10","3","3","3","1","93","M","1","L","L","L","L","L","L","L","L","61","6","18","3","4","617900","1","1","2","1","1","2","1","1","2","72","7","3",28,52,45,81000
"3294","05","1","6","1","5","98","F","4","L","L","L","L","L","L","L","L","61","6","15","4","4","617880","1","1","1","1","1","1","2","1","1","61","6","9",31,52,40,144000
"3295","10","3","5","3","7","93","M","1","L","L","L","L","L","L","L","L","56","5","17","5","5","567350","1","1","2","1","1","1","2","2","1","56","5","1",23,52,40,93000
"3296","10","3","5","1","5","92","F","2","L","L","L","L","L","L","L","L","75","7","15","4","5","758200","1","1","1","1","1","1","1","1","1","32","3","2",33,52,30,87000
"3297","17","2","5","6","5","97","F","2","L","L","L","L","L","L","L","L","56","5","16","3","4","567350","2","1","3","2","2","3","1","1","2","56","5","0",29,52,40,118000
"3298","10","3","1","3","1","93","M","1","L","L","L","L","L","L","L","L","11","1","M","4","2","116730","1","2","1","2","2","2","1","1","3","11","1","4",31,52,40,220000
"3299","11","3","6","1","4","87","M","3","L","L","L","L","L","L","L","L","61","6","15","4","2","617900","2","1","1","1","1","2","2","1","1","61","6","8",30,52,40,175000
"3300","10","3","1","3","5","87","M","1","L","L","L","L","L","L","L","L","56","5","16","4","4","567350","2","1","1","1","2","1","1","2","2","56","5","0",29,52,50,100000
"3301","10","3","4","1","5","93","M","3","L","L","L","L","L","L","L","L","11","1","15","5","7","116730","2","2","1","2","2","2","1","2","2","11","1","8",28,52,40,170000
"3302","01","1","2","3","5","87","F","2","L","L","L","L","L","L","L","L","75","7","16","1","1","759260","3","1","1","2","3","2","2","1","1","63","6","2",26,38,50,42000
"3303","03","1","1","6","5","88","F","2","L","L","L","L","L","L","L","L","43","4","15","7","5","438970","1","2","1","1","1","1","2","2","1","43","4","1",28,52,45,33000
"3304","10","3","6","3","5","97","M","1","L","L","L","L","L","L","L","L","12","1","15","4","3","128420","2","1","1","1","2","1","1","1","3","65","6","3",25,52,45,112000
"3305","10","3","3","3","5","93","M","3","Y","Y","N","N","N","N","N","Y","31","3","15","6","7","318730","1","1","1","1","1","1","1","1","2","76","7","6",28,52,50,110000
"3306","10","3","4","1","5","98","M","1","L","L","L","L","L","L","L","L","11","1","15","4","3","116730","2","2","2","2","2","2","1","1","3","11","1","5",33,52,40,165000
"3307","10","3","5","4","5","87","M","3","L","L","L","L","L","L","L","L","52","5","15","4","4","527250","1","1","1","2","2","2","1","2","1","52","5","7",28,52,45,115000
"3308","04","1","6","3","4","93","F","4","N","Y","N","Y","N","N","N","Y","61","6","15","1","2","617860","2","1","2","1","1","1","1","1","1","62","6","6",28,52,86,86000
"3309","02","1","6","2","5","85","M","2","L","L","L","L","L","L","L","L","11","1","17","3","5","116770","2","1","2","2","1","2","1","1","2","11","1","3",24,52,40,50000
"3310","10","3","3","3","5","98","M","1","L","L","L","L","L","L","L","L","71","7","17","2","3","716590","1","1","1","1","1","1","1","1","1","76","7","5",29,52,45,65000
"3311","10","3","5","3","5","87","M","1","L","L","L","L","L","L","L","L","54","5","19","4","5","547280","1","1","1","1","1","1","1","1","2","54","5","2",28,52,40,103000
"3312","05","1","1","5","4","93","F","1","L","L","L","L","L","L","L","L","32","3","19","5","4","328740","1","1","1","1","1","1","1","1","1","32","3","1",31,42,40,25000
"3313","17","2","3","3","4","91","F","1","L","L","L","L","L","L","L","L","22","2","17","3","3","226320","1","1","2","2","1","2","1","1","2","76","7","2",28,52,40,54000
"3314","10","3","6","3","4","93","M","1","L","L","L","L","L","L","L","L","22","2","18","2","2","226320","1","1","2","2","2","2","1","1","2","61","6","3",31,52,35,52080
"3315","03","1","1","4","4","91","F","1","L","L","L","L","L","L","L","L","32","3","15","2","2","328760","1","1","1","1","1","1","1","1","1","32","3","0",22,52,60,31200
"3316","01","1","3","1","4","97","F","1","L","L","L","L","L","L","L","L","76","7","18","2","4","768000","2","2","1","1","2","1","1","2","1","45","4","5",32,52,37,53690
"3317","10","3","4","7","4","91","F","1","L","L","L","L","L","L","L","L","54","5","15","1","3","547280","1","1","2","2","1","2","1","1","2","64","6","0",26,52,40,120000
"3318","11","3","3","1","5","98","F","2","L","L","L","L","L","L","L","L","42","4","L","7","7","429280","1","1","1","1","4","1","1","1","1","42","4","10",30,52,70,85000
"3319","05","1","4","1","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","7","7","116730","1","1","1","1","1","1","1","1","1","64","6","1",23,52,40,40000
"3320","10","3","1","3","4","87","M","2","L","L","L","L","L","L","L","L","56","5","15","6","3","567350","2","1","1","1","2","1","1","1","2","56","5","7",35,52,40,111993
"3321","10","3","3","3","7","98","M","2","L","L","L","L","L","L","L","L","71","7","15","7","4","716540","1","1","1","1","1","1","1","1","1","72","7","7",33,52,50,178500
"3322","17","2","5","1","5","92","F","2","Y","N","Y","N","N","Y","N","Y","57","5","15","7","4","577300","2","2","1","2","2","1","1","1","2","52","5","1",29,52,40,116000
"3323","17","2","4","7","5","87","M","2","L","L","L","L","L","L","L","L","54","5","32","4","4","547280","3","2","2","2","2","2","2","2","2","11","1","2",33,52,40,110000
"3324","13","3","3","6","7","93","F","1","L","L","L","L","L","L","L","L","42","4","18","4","4","429020","1","1","2","2","1","2","1","1","2","78","7","2",23,52,35,40000
"3325","01","1","2","3","5","85","F","2","L","L","L","L","L","L","L","L","72","7","17","4","4","727050","2","1","2","3","1","2","1","1","2","73","7","2",28,52,40,62000
"3326","17","2","3","4","5","98","F","2","L","L","L","L","L","L","L","L","12","1","15","5","5","128440","1","2","1","2","2","1","2","2","1","61","6","9",31,52,40,132368
"3327","06","1","3","3","7","93","M","1","L","L","L","L","L","L","L","L","57","5","21","5","4","577390","2","2","2","4","2","2","2","2","1","71","7","5",27,52,45,70000
"3328","03","1","1","3","5","85","F","3","L","L","L","L","L","L","L","L","42","4","15","5","4","429280","1","1","1","1","1","1","2","1","1","48","4","9",32,40,40,103500
"3329","12","3","2","6","3","98","M","1","L","L","L","L","L","L","L","L","45","4","15","3","5","459300","2","2","2","1","1","2","2","1","1","78","7","4",25,52,16,11000
"3330","10","3","6","3","4","93","M","1","L","L","L","L","L","L","L","L","21","2","L","1","3","216060","1","1","1","1","1","1","1","1","1","71","7","1",28,52,50,76000
"3331","10","3","1","4","5","98","M","2","L","L","L","L","L","L","L","L","55","5","15","5","4","557330","1","1","1","1","1","1","1","1","1","64","6","10",33,52,40,150000
"3332","10","3","6","7","3","85","F","2","L","L","L","L","L","L","L","L","73","7","17","2","2","739100","2","2","1","1","1","2","1","1","1","75","7","7",31,52,25,80000
"3333","11","3","5","6","5","87","F","1","L","L","L","L","L","L","L","L","75","7","30","4","3","759420","2","1","3","1","2","3","1","2","3","77","7","0",26,52,40,45000
"3334","10","3","3","4","1","97","M","1","L","L","L","L","L","L","L","L","12","1","15","5","5","128420","2","1","2","1","1","3","1","1","3","72","7","0",24,52,37,114000
"3335","14","2","1","6","1","98","M","1","L","L","L","L","L","L","L","L","22","2","15","1","1","226320","1","1","1","1","1","1","1","1","1","22","2","5",28,52,40,52000
"3336","04","1","1","1","5","87","F","1","L","L","L","L","L","L","L","L","43","4","22","3","4","438940","1","1","1","1","1","1","1","1","1","22","2","3",33,52,40,74000
"3337","11","3","6","3","5","97","M","2","Y","Y","Y","Y","Y","Y","N","Y","61","6","18","3","2","617910","2","1","2","2","2","2","1","1","1","61","6","6",33,52,40,170000
"3338","10","3","5","1","5","85","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577300","1","1","1","2","2","2","2","2","1","53","5","1",23,52,40,70000
"3339","10","3","4","7","4","98","M","1","L","L","L","L","L","L","L","L","11","1","15","4","4","116730","1","1","4","2","1","4","1","1","2","11","1","1",24,52,40,81000
"3340","10","3","6","3","5","97","M","1","L","L","L","L","L","L","L","L","41","4","M","1","2","419230","3","1","3","2","1","3","1","1","4","72","7","4",28,52,40,95000
"3341","03","1","2","1","5","93","M","2","L","L","L","L","L","L","L","L","42","4","15","5","5","429280","2","2","1","2","1","2","2","2","1","48","4","0",30,52,20,32000
"3342","10","3","4","1","5","98","M","2","L","L","L","L","L","L","L","L","45","4","15","6","7","456200","1","1","1","2","1","2","1","2","1","11","1","10",35,52,25,130000
"3343","10","3","3","1","4","96","M","1","L","L","L","L","L","L","L","L","53","5","19","4","3","537260","1","1","1","1","1","1","1","1","1","57","5","3",29,52,40,42000
"3344","10","3","3","3","5","98","M","1","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","1","2","2","1","2","1","1","1","2","64","6","0",30,52,40,87000
"3345","10","3","4","7","1","93","F","3","L","L","L","L","L","L","L","L","12","1","15","4","5","128440","1","1","1","3","1","3","1","1","1","11","1","5",32,52,40,180000
"3346","10","3","4","7","1","91","M","1","L","L","L","L","L","L","L","L","31","3","15","5","5","318730","2","1","1","1","2","3","1","1","3","11","1","3",26,52,40,100000
"3347","10","3","4","6","1","98","M","1","L","L","L","L","L","L","L","L","11","1","15","5","4","116710","2","1","1","1","1","1","1","1","1","11","1","1",24,52,35,73240
"3348","14","2","6","3","3","91","F","2","Y","Y","Y","Y","Y","Y","N","Y","61","6","18","2","4","617870","1","2","2","1","2","2","2","2","1","61","6","4",32,52,40,120000
"3349","01","1","2","3","4","91","F","1","L","L","L","L","L","L","L","L","22","2","17","2","1","226320","2","1","2","2","1","1","1","1","2","63","6","1",29,36,43,52000
